"Nombre" "Plataforma" "Fecha" "Genero" "VentasEEUU" "VentasEU" "VentasJP" "VentasOtros" "Ventas"
"8436" "Midway Arcade Treasures" "GC" "2003" "Misc" 0.13 0.03 0 0 0.17
"8437" "Leisure Suit Larry: Magna Cum Laude" "XB" "2004" "Adventure" 0.12 0.04 0 0.01 0.17
"8438" "Mousetrap / Operation / Simon" "GBA" "2005" "Misc" 0.12 0.04 0 0 0.17
"8439" "Klonoa" "Wii" "2008" "Platform" 0.11 0.02 0.03 0.01 0.17
"8440" "Splatterhouse" "PS3" "N/A" "Action" 0.13 0.02 0 0.02 0.17
"8441" "NBA 09: The Inside" "PS2" "2008" "Sports" 0.08 0.06 0 0.02 0.17
"8442" "Spyro: Shadow Legacy" "DS" "2005" "Action" 0.14 0.01 0 0.01 0.17
"8443" "Resident Evil" "SAT" "1997" "Action" 0 0 0.17 0 0.17
"8444" "Wildstar" "PC" "2014" "Role-Playing" 0.08 0.07 0 0.02 0.17
"8445" "Dragon Ball: Fusions" "3DS" "2016" "Role-Playing" 0 0 0.17 0 0.17
"8446" "Apache: Air Assault" "X360" "2010" "Simulation" 0.12 0.04 0 0.01 0.17
"8447" "TOEIC Test Training DS" "DS" "2007" "Misc" 0 0 0.17 0 0.17
"8448" "Jikkyou Powerful Pro Yakyuu 2014" "PS3" "2014" "Sports" 0 0 0.17 0 0.17
"8449" "Senran Kagura: Estival Versus" "PS4" "2015" "Action" 0.07 0 0.08 0.02 0.17
"8450" "Itoi Shigesato no Bass Tsuri No. 1" "SNES" "1997" "Sports" 0 0 0.17 0 0.17
"8451" "Cubivore: Survival of the Fittest" "GC" "2002" "Adventure" 0.01 0 0.15 0 0.17
"8452" "The Sims 3: Seasons" "PC" "2012" "Simulation" 0 0.13 0 0.03 0.17
"8453" "Anarchy Reigns" "X360" "2012" "Action" 0.11 0.02 0.02 0.01 0.17
"8454" "FlatOut" "XB" "2004" "Racing" 0.12 0.04 0 0.01 0.17
"8455" "Project X Zone 2: Brave New World" "3DS" "2015" "Role-Playing" 0.04 0.04 0.08 0.01 0.17
"8456" "NCAA Basketball 09" "PS3" "2008" "Sports" 0.15 0 0 0.01 0.17
"8457" "Bakugan Battle Brawlers: Defenders of the Core" "PS3" "2010" "Action" 0.14 0.01 0 0.02 0.17
"8461" "Parodius" "SAT" "1995" "Shooter" 0 0 0.16 0 0.17
"8462" "Thrillville: Off the Rails" "X360" "2007" "Strategy" 0.13 0.02 0 0.01 0.16
"8463" "Hyperdimension Neptunia Victory" "PS3" "2012" "Role-Playing" 0.05 0.03 0.06 0.02 0.16
"8464" "Taz Wanted" "PS2" "2002" "Platform" 0.08 0.06 0 0.02 0.16
"8465" "Mobile Suit Gundam: Extreme VS Force" "PSV" "2015" "Action" 0 0 0.16 0 0.16
"8466" "Sid Meier's Pirates!" "Wii" "2010" "Strategy" 0.13 0.02 0 0.01 0.16
"8467" "MLB 16: The Show" "PS3" "2016" "Action" 0.13 0 0 0.03 0.16
"8468" "Phantasy Star Online 2" "PSV" "2013" "Role-Playing" 0 0 0.16 0 0.16
"8469" "Vehicular Combat League presents Motor Mayhem" "PS2" "2001" "Racing" 0.08 0.06 0 0.02 0.16
"8470" "PoPoLoCrois: Hajimari no Bouken" "PS2" "2002" "Role-Playing" 0 0 0.16 0 0.16
"8471" "Star Wars: Super Bombad Racing" "PS2" "2001" "Racing" 0.08 0.06 0 0.02 0.16
"8472" "Hamster Heroes" "Wii" "2008" "Puzzle" 0.16 0 0 0 0.16
"8473" "Hot Wheels Velocity X" "GBA" "2002" "Racing" 0.12 0.04 0 0 0.16
"8474" "Ar Nosurge: Ode to an Unborn Star" "PS3" "2014" "Role-Playing" 0.05 0.04 0.06 0.02 0.16
"8475" "Chaotic: Shadow Warriors" "PS3" "2009" "Action" 0.15 0 0 0.01 0.16
"8476" "Leisure Suit Larry: Box Office Bust" "X360" "2009" "Adventure" 0.14 0.01 0 0.01 0.16
"8477" "Alien Resurrection" "PS" "2000" "Shooter" 0.09 0.06 0 0.01 0.16
"8478" "World Tour Soccer 2005" "PS2" "2004" "Sports" 0.08 0.06 0 0.02 0.16
"8479" "Dungeon Siege: Throne of Agony" "PSP" "2006" "Role-Playing" 0.13 0.02 0 0.02 0.16
"8480" "Spider-Man: Web of Shadows - Amazing Allies Edition" "PSP" "2008" "Action" 0.12 0.02 0 0.02 0.16
"8481" "F1 2011" "3DS" "2011" "Racing" 0.07 0.08 0 0.02 0.16
"8482" "Rio" "DS" "2011" "Misc" 0.12 0.03 0 0.01 0.16
"8483" "Gunslingers" "Wii" "2010" "Shooter" 0.08 0.06 0 0.02 0.16
"8484" "Create" "PS3" "2010" "Action" 0.11 0.03 0 0.02 0.16
"8485" "Lufia: Curse of the Sinistrals" "DS" "2010" "Role-Playing" 0.12 0 0.03 0.01 0.16
"8486" "El Shaddai: Ascension of the Metatron" "X360" "2011" "Action" 0.07 0.05 0.03 0.01 0.16
"8487" "ESPN College Hoops" "PS2" "2003" "Sports" 0.08 0.06 0 0.02 0.16
"8488" "Thor: God of Thunder" "Wii" "2011" "Action" 0.11 0.04 0 0.01 0.16
"8489" "F1 Championship Season 2000" "PS2" "2000" "Racing" 0.06 0.05 0.03 0.02 0.16
"8490" "Guilty Gear Judgment" "PSP" "2006" "Fighting" 0.13 0 0.02 0.01 0.16
"8491" "Pen 1 Grand Prix: Penguin no Mondai Special" "DS" "2009" "Fighting" 0 0 0.16 0 0.16
"8492" "Clash of the Titans" "X360" "2010" "Action" 0.08 0.06 0 0.02 0.16
"8493" "Around the World in 80 Days" "DS" "2010" "Action" 0 0.14 0 0.02 0.16
"8494" "Robotech: Battlecry" "GC" "2002" "Shooter" 0.13 0.03 0 0 0.16
"8495" "True Swing Golf" "DS" "2005" "Sports" 0.11 0 0.04 0.01 0.16
"8496" "Zapper: One Wicked Cricket!" "PS2" "2002" "Platform" 0.08 0.06 0 0.02 0.16
"8497" "Bomberman Land" "PS" "2000" "Misc" 0 0 0.15 0.01 0.16
"8498" "Paws & Claws: Pet Resort" "GBA" "2006" "Simulation" 0.12 0.04 0 0 0.16
"8499" "Kya: Dark Lineage" "PS2" "2003" "Adventure" 0.08 0.06 0 0.02 0.16
"8500" "Dynasty Warriors 8: Xtreme Legends" "PS3" "2013" "Action" 0.02 0.03 0.11 0.01 0.16
"8501" "Curious George" "GBA" "2006" "Action" 0.12 0.04 0 0 0.16
"8502" "Monster Jam" "Wii" "2007" "Racing" 0.15 0 0 0.01 0.16
"8503" "Medieval Games" "Wii" "2009" "Action" 0.14 0.01 0 0.01 0.16
"8504" "Stronghold 3" "PC" "2011" "Strategy" 0.06 0.1 0 0 0.16
"8505" "The Amazing Spider-Man (Console Version)" "Wii" "2012" "Action" 0.11 0.04 0 0.01 0.16
"8506" "Kid Adventures: Sky Captain" "Wii" "2010" "Action" 0.11 0.04 0 0.01 0.16
"8507" "Lethal Skies II" "PS2" "2003" "Simulation" 0.08 0.06 0 0.02 0.16
"8508" "Doctor Lautrec and the Forgotten Knights" "3DS" "2011" "Adventure" 0.07 0.05 0.03 0.01 0.16
"8509" "Disney's American Dragon Jake Long: Attack of the Dark Dragon" "DS" "2006" "Action" 0.15 0 0 0.01 0.16
"8510" "Godzilla Unleashed" "Wii" "2007" "Fighting" 0.15 0 0 0.01 0.16
"8511" "Kamaitachi no Yoru × 3" "PS2" "2006" "Adventure" 0 0 0.16 0 0.16
"8512" "Tom and Jerry: Infurnal Escape" "GBA" "2003" "Action" 0.12 0.04 0 0 0.16
"8513" "The Legend of Heroes VII: The Trail of Zero" "PSP" "2010" "Role-Playing" 0 0 0.16 0 0.16
"8514" "Warriors Orochi 3" "X360" "2011" "Action" 0.09 0.03 0.03 0.01 0.16
"8515" "King's Field" "PS" "1995" "Role-Playing" 0.09 0.06 0 0.01 0.16
"8516" "Hannah Montana: Rock Out the Show" "PSP" "2009" "Misc" 0.13 0.01 0 0.02 0.16
"8517" "Let's Ride: Sunshine Stables" "GBA" "2005" "Sports" 0.12 0.04 0 0 0.16
"8518" "World Stadium 4" "PS" "2000" "Sports" 0 0 0.15 0.01 0.16
"8519" "Midway Arcade Treasures 2" "GC" "2004" "Misc" 0.13 0.03 0 0 0.16
"8520" "Hot Wheels World Race" "GC" "2003" "Racing" 0.13 0.03 0 0 0.16
"8521" "San Goku Shi Taisen DS" "DS" "2007" "Strategy" 0 0 0.16 0 0.16
"8522" "Kawa no Nushi Tsuri" "PS" "1998" "Sports" 0 0 0.15 0.01 0.16
"8523" "N2O: Nitrous Oxide" "PS" "1998" "Racing" 0.09 0.06 0 0.01 0.16
"8524" "Magic: The Gathering - Battlegrounds" "XB" "2003" "Strategy" 0.12 0.03 0 0.01 0.16
"8525" "Heroes over Europe" "PS3" "2009" "Simulation" 0.12 0.02 0 0.02 0.16
"8526" "Dancing With The Stars" "PS2" "2007" "Misc" 0.08 0.06 0 0.02 0.16
"8527" "Major League Baseball 2K12" "Wii" "2012" "Sports" 0.15 0 0 0.01 0.16
"8528" "Pro Evolution Soccer 2015" "X360" "2014" "Sports" 0.05 0.1 0 0.01 0.16
"8529" "Bladestorm: Nightmare" "PS4" "2015" "Action" 0.07 0.04 0.03 0.02 0.16
"8530" "Otogirisou" "SNES" "1992" "Adventure" 0 0 0.16 0 0.16
"8531" "SD Gundam G Generation 3D" "3DS" "2011" "Role-Playing" 0 0 0.16 0 0.16
"8532" "Crash Tag Team Racing" "GC" "2005" "Racing" 0.12 0.03 0 0 0.16
"8533" "Grease Dance" "X360" "2011" "Misc" 0.11 0.03 0 0.01 0.16
"8534" "Ready 2 Rumble Revolution" "Wii" "2009" "Sports" 0.15 0 0 0.01 0.16
"8535" "My Baby 3 & Friends" "DS" "2010" "Simulation" 0.13 0.02 0 0.01 0.16
"8536" "NASCAR '14" "X360" "2014" "Racing" 0.15 0 0 0.01 0.16
"8537" "TimeSplitters: Future Perfect" "XB" "2005" "Shooter" 0.12 0.03 0 0.01 0.16
"8538" "Midway Arcade Treasures 3" "PS2" "2005" "Misc" 0.08 0.06 0 0.02 0.16
"8539" "Dr. Muto" "PS2" "2002" "Platform" 0.08 0.06 0 0.02 0.16
"8540" "Beowulf: The Game" "PS3" "2007" "Action" 0.14 0.01 0 0.01 0.16
"8541" "Puzzle Quest: Galactrix" "DS" "2009" "Puzzle" 0.15 0 0 0.01 0.16
"8542" "DS Rakubiki Jiten" "DS" "2005" "Misc" 0 0 0.16 0 0.16
"8543" "SeaWorld Adventure Parks: Shamu's Deep Sea Adventure" "PS2" "2005" "Adventure" 0.08 0.06 0 0.02 0.16
"8544" "Fatal Frame II: Crimson Butterfly" "PS2" "2003" "Action" 0.08 0.06 0 0.02 0.16
"8545" "Angry Birds Trilogy" "PS3" "2012" "Action" 0.12 0.02 0 0.02 0.16
"8546" "Dewy's Adventure" "Wii" "2007" "Platform" 0.14 0 0.01 0.01 0.16
"8547" "Shadow Man: 2econd Coming" "PS2" "2002" "Adventure" 0.08 0.06 0 0.02 0.16
"8548" "Yu-Gi-Oh! 5D's Tag Force 6" "PSP" "2011" "Strategy" 0 0 0.16 0 0.16
"8549" "NPPL: Championship Paintball 2009" "PS3" "2008" "Shooter" 0.15 0 0 0.01 0.16
"8550" "Dynasty Warriors 4" "XB" "2003" "Action" 0.12 0.03 0 0.01 0.16
"8551" "Wakeboarding Unleashed Featuring Shaun Murray" "PS2" "2003" "Sports" 0.08 0.06 0 0.02 0.16
"8552" "The Incredibles: Rise of the Underminer" "GC" "2005" "Action" 0.12 0.03 0 0 0.16
"8553" "Jikkyou Powerful Pro Yakyuu 3 '97 Haru" "SNES" "1997" "Sports" 0 0 0.16 0 0.16
"8554" "Alone in the Dark: The New Nightmare" "PS" "N/A" "Adventure" 0.09 0.06 0 0.01 0.16
"8555" "The BIGS" "PS3" "2007" "Sports" 0.15 0 0 0.01 0.16
"8556" "Flushed Away" "GC" "2006" "Platform" 0.12 0.03 0 0 0.16
"8557" "Eragon" "DS" "2006" "Action" 0.13 0.02 0 0.01 0.16
"8558" "Scarface: Money. Power. Respect." "PSP" "2006" "Strategy" 0.15 0 0 0.01 0.16
"8559" "Summon Night EX-Thesis: Yoake no Tsubasa" "PS2" "2005" "Role-Playing" 0 0 0.16 0 0.16
"8560" "Pro Yaky? Spirits 3" "PS2" "2006" "Sports" 0 0 0.16 0 0.16
"8561" "Silent Scope 3" "PS2" "2002" "Shooter" 0.08 0.06 0 0.02 0.16
"8562" "World Series of Poker: Tournament of Champions 2007 Edition" "X360" "2006" "Misc" 0.15 0 0 0.01 0.16
"8563" "NASCAR Heat 2002" "GBA" "2002" "Racing" 0.12 0.04 0 0 0.16
"8564" "Namco Classic Fighter Collection" "PS2" "2008" "Fighting" 0.08 0.06 0 0.02 0.16
"8565" "International Superstar Soccer Deluxe" "SNES" "1995" "Sports" 0 0 0.16 0 0.16
"8566" "TNA iMPACT!" "Wii" "2008" "Fighting" 0.14 0.01 0 0.01 0.16
"8567" "Intellivision Lives!" "PS2" "2003" "Misc" 0.08 0.06 0 0.02 0.16
"8568" "Field Commander" "PSP" "2006" "Strategy" 0.14 0 0 0.01 0.16
"8569" "Robots" "GC" "2005" "Action" 0.12 0.03 0 0 0.16
"8570" "Little League World Series Baseball 2009" "Wii" "2009" "Sports" 0.15 0 0 0.01 0.16
"8571" "The King of Fighters XII" "PS3" "2009" "Fighting" 0.11 0.01 0.03 0.01 0.16
"8572" "Doctor Who: Evacuation Earth" "DS" "2010" "Adventure" 0 0.14 0 0.02 0.16
"8573" "Murdered: Soul Suspect" "XOne" "2014" "Action" 0.08 0.07 0 0.01 0.16
"8574" "Ener-G: Dance Squad" "DS" "2008" "Sports" 0.15 0 0 0.01 0.16
"8575" "Our House" "DS" "2009" "Strategy" 0.15 0 0 0.01 0.16
"8576" "SimEarth: The Living Planet" "SNES" "1991" "Simulation" 0 0 0.16 0 0.16
"8577" "Major League Baseball 2K11" "Wii" "2011" "Sports" 0.15 0 0 0.01 0.16
"8578" "Sengoku Basara: Chronicle Heroes" "PSP" "2011" "Action" 0 0 0.16 0 0.16
"8579" "NBA 2K12" "PC" "2011" "Sports" 0.09 0.05 0 0.02 0.16
"8580" "The Wild Thornberrys: Chimp Chase" "GBA" "2001" "Action" 0.11 0.04 0 0 0.16
"8581" "Power Stakes" "PS" "1997" "Sports" 0 0 0.15 0.01 0.16
"8582" "Fighters Destiny" "N64" "1998" "Fighting" 0.13 0.03 0 0 0.16
"8583" "Asteroids Hyper 64" "N64" "1999" "Shooter" 0.13 0.03 0 0 0.16
"8584" "The Powerpuff Girls: Chemical X-Traction" "N64" "2001" "Action" 0.13 0.03 0 0 0.16
"8585" "Jikkyou Powerful Pro Yakyuu Basic-han 2001" "N64" "2001" "Sports" 0 0 0.12 0.04 0.16
"8586" "Tom and Jerry in Fists of Furry" "N64" "2000" "Fighting" 0.13 0.03 0 0 0.16
"8587" "Hydro Thunder" "N64" "2000" "Racing" 0.13 0.03 0 0 0.16
"8588" "Space Invaders" "N64" "1999" "Shooter" 0.13 0.03 0 0 0.16
"8589" "Starcraft 64" "N64" "2000" "Strategy" 0.13 0.03 0 0 0.16
"8590" "Destruction Derby 64" "N64" "1999" "Racing" 0.13 0.03 0 0 0.16
"8591" "Buck Bumble" "N64" "1998" "Action" 0.13 0.03 0 0 0.16
"8592" "California Speed" "N64" "1999" "Misc" 0.13 0.03 0 0 0.16
"8593" "Wonder Project J2: Koruro no Mori no Josette" "N64" "1996" "Simulation" 0 0 0.12 0.04 0.16
"8594" "Culdcept SAGA" "X360" "2006" "Role-Playing" 0.12 0 0.03 0.01 0.16
"8595" "Take A Break's: Puzzle Master" "DS" "2009" "Puzzle" 0 0.15 0 0.01 0.16
"8596" "Dragon Ball: Origins 2" "DS" "2010" "Action" 0.05 0.02 0.08 0.01 0.16
"8597" "Minna no DS Seminar: Kanpeki Kanji Ryoku" "DS" "2006" "Misc" 0 0 0.16 0 0.16
"8598" "Innocent Life: A Futuristic Harvest Moon" "PSP" "2006" "Simulation" 0.08 0.03 0.03 0.02 0.16
"8599" "The Crew" "PC" "2014" "Racing" 0 0.15 0 0.01 0.16
"8600" "Macross Ace Frontier" "PSP" "2008" "Simulation" 0 0 0.16 0 0.16
"8601" "Black & Bruised" "PS2" "2003" "Fighting" 0.08 0.06 0 0.02 0.16
"8602" "Sherlock Holmes vs. Jack the Ripper" "X360" "2009" "Adventure" 0.11 0.04 0 0.01 0.16
"8603" ".hack//G.U. Vol.2//Reminisce (jp sales)" "PS2" "2006" "Role-Playing" 0 0 0.16 0 0.16
"8604" "Rapala Pro Fishing" "XB" "2004" "Sports" 0.12 0.03 0 0.01 0.16
"8605" "TimeShift" "PS3" "2007" "Shooter" 0.14 0.01 0 0.01 0.16
"8606" "Blitz: The League" "X360" "2006" "Sports" 0.15 0 0 0.01 0.16
"8607" "Scripps Spelling Bee" "DS" "2010" "Simulation" 0.15 0 0 0.01 0.16
"8608" "MotionSports: Adrenaline" "PS3" "2011" "Sports" 0.08 0.06 0 0.03 0.16
"8609" "Ener-G Horse Riders" "DS" "2008" "Sports" 0.14 0.01 0 0.01 0.16
"8610" "Time Hollow" "DS" "2008" "Adventure" 0.03 0.01 0.11 0 0.16
"8611" "Farming Simulator 2013" "PS3" "2013" "Simulation" 0 0.1 0.02 0.04 0.16
"8612" "Rudolph the Red-Nosed Reindeer" "Wii" "2010" "Action" 0.15 0 0 0.01 0.16
"8613" "Shinobido 2: Tales of the Ninja" "PSV" "2011" "Action" 0.06 0.05 0.02 0.03 0.16
"8614" "SpongeBob's Truth or Square" "DS" "2009" "Action" 0.08 0.07 0 0.01 0.16
"8615" "Ghost in the Shell: Stand Alone Complex" "PS2" "2004" "Adventure" 0.08 0.06 0 0.02 0.16
"8616" "Rondo of Swords (US sales)" "DS" "2007" "Role-Playing" 0.16 0 0 0 0.16
"8617" "Bulletstorm" "PC" "2011" "Shooter" 0.07 0.07 0 0.02 0.16
"8618" "Battle Soccer: Field no Hasha" "SNES" "1992" "Sports" 0 0 0.16 0 0.16
"8619" "Shaun White Skateboarding" "X360" "2010" "Sports" 0.1 0.05 0 0.01 0.16
"8620" "MLB 11: The Show" "PSP" "2011" "Sports" 0.15 0 0 0.01 0.16
"8621" "Vegas Party" "Wii" "N/A" "Misc" 0.15 0 0 0.01 0.16
"8622" "Amped 3" "X360" "2005" "Sports" 0.13 0.02 0 0.01 0.16
"8623" "Family Party: 30 Great Games Outdoor Fun" "Wii" "2009" "Misc" 0.14 0.01 0 0.01 0.16
"8624" "FlatOut 2" "PS2" "2006" "Racing" 0.08 0.06 0 0.02 0.16
"8625" "Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress" "PSP" "2006" "Fighting" 0.14 0 0 0.01 0.16
"8626" "FIFA Soccer 96" "PS" "1995" "Sports" 0.09 0.06 0 0.01 0.16
"8627" "Burger Island" "DS" "2008" "Action" 0.15 0 0 0.01 0.16
"8628" "Dynasty Warriors 8" "X360" "2013" "Action" 0.09 0.05 0 0.01 0.16
"8629" "NCAA Final Four 2001" "PS" "2000" "Sports" 0.09 0.06 0 0.01 0.16
"8630" "Tak and the Guardians of Gross" "Wii" "2008" "Action" 0.15 0 0 0.01 0.16
"8631" "Just Dance: Disney Party" "X360" "2012" "Misc" 0.13 0.02 0 0.01 0.16
"8632" "LEGO The Lord of the Rings" "DS" "2012" "Action" 0 0.14 0 0.02 0.16
"8633" "Dengeki Bunko Fighting Climax" "PS3" "2014" "Fighting" 0.05 0 0.09 0.01 0.16
"8634" "J-League Jikkyou Winning Eleven 2000" "PS" "2000" "Sports" 0 0 0.15 0.01 0.16
"8635" "Eve: The Lost One" "SAT" "1998" "Adventure" 0 0 0.16 0 0.16
"8636" "Chessmaster: The Art of Learning" "DS" "2007" "Misc" 0.12 0.03 0 0.01 0.16
"8637" "Yu-Gi-Oh! 5D's: Duel Transer" "Wii" "2010" "Strategy" 0.11 0.02 0.02 0.01 0.16
"8638" "LEGO Legends of Chima: Laval's Journey" "PSV" "2013" "Adventure" 0.02 0.09 0 0.04 0.16
"8639" "Konami Krazy Racers" "GBA" "2001" "Racing" 0.09 0.03 0.04 0 0.16
"8640" "Saturday Night Slam Masters" "SNES" "1994" "Fighting" 0 0 0.16 0 0.16
"8641" "Blitz: The League II" "PS3" "2008" "Sports" 0.11 0.03 0 0.02 0.16
"8642" "F-Zero: GP Legend" "GBA" "2003" "Racing" 0.11 0.04 0 0 0.16
"8643" "Racing Lagoon" "PS" "1999" "Racing" 0 0 0.15 0.01 0.16
"8644" "Victorious: Hollywood Arts Debut" "DS" "2011" "Misc" 0.14 0.01 0 0.01 0.16
"8645" "Mr. Driller 2" "GBA" "2001" "Puzzle" 0 0 0.15 0 0.16
"8646" "Just Sing!" "DS" "2009" "Misc" 0.14 0.01 0 0.01 0.16
"8647" "Darksiders II" "WiiU" "2012" "Action" 0.07 0.07 0 0.01 0.16
"8648" "Dragon's Lair Trilogy" "Wii" "2010" "Adventure" 0.15 0 0 0.01 0.16
"8649" "Trivial Pursuit: Bet You Know It" "Wii" "2011" "Misc" 0.1 0.04 0 0.01 0.16
"8650" "Imagine: Ice Champions" "DS" "2007" "Sports" 0.15 0 0 0.01 0.16
"8651" "J-League Pro Soccer Club o Tsukurou! 6: Pride of J" "PSP" "2009" "Sports" 0 0 0.16 0 0.16
"8652" "Nicktoons: MLB" "Wii" "2011" "Sports" 0.15 0 0 0.01 0.16
"8653" "Sniper: Ghost Warrior" "PC" "2010" "Shooter" 0 0.13 0 0.03 0.16
"8654" "Left Brain Right Brain: Use Both Hands Train Both Sides" "DS" "2007" "Misc" 0.15 0 0 0.01 0.16
"8655" "Rio" "PS3" "2011" "Misc" 0.04 0.09 0 0.03 0.16
"8656" "Power Rangers Double Pack" "GBA" "2005" "Action" 0.11 0.04 0 0 0.16
"8657" "Mugen Souls" "PS3" "2012" "Role-Playing" 0.04 0.03 0.08 0.01 0.16
"8658" "Yakuza Kiwami" "PS4" "2016" "Adventure" 0 0 0.16 0 0.16
"8659" "Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3" "PS" "1998" "Misc" 0 0 0.15 0.01 0.16
"8660" "BCFX: The Black College Football Xperience, The Doug Williams Edition" "X360" "2009" "Sports" 0.15 0 0 0.01 0.16
"8661" "FIFA Soccer 97" "PS" "1996" "Sports" 0.09 0.06 0 0.01 0.16
"8662" "Saw II: Flesh & Blood" "X360" "2010" "Action" 0.1 0.04 0 0.01 0.16
"8663" "Psychic Force" "PS" "1996" "Fighting" 0.01 0.01 0.13 0.01 0.16
"8664" "Trigger Man" "PS2" "2004" "Shooter" 0.08 0.06 0 0.02 0.16
"8665" "Bomberman Land Touch! 2" "DS" "2007" "Puzzle" 0.13 0 0.01 0.01 0.16
"8666" "Michael Jackson: The Experience" "PSP" "2010" "Misc" 0.11 0.03 0 0.02 0.16
"8667" "The Godfather: Blackhand Edition" "Wii" "2007" "Adventure" 0.14 0 0 0.01 0.16
"8668" "StarBlade α" "PS" "1995" "Shooter" 0 0 0.15 0.01 0.16
"8669" "Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui" "PSP" "2008" "Strategy" 0 0 0.16 0 0.16
"8670" "Tiger Woods PGA Tour 2004" "GC" "2003" "Sports" 0.12 0.03 0 0 0.16
"8671" "Monster House" "DS" "2006" "Adventure" 0.14 0.01 0 0.01 0.16
"8672" "Angry Birds Star Wars" "XOne" "2013" "Strategy" 0.11 0.04 0 0.01 0.16
"8673" "Backyard Sports: Sandlot Sluggers" "Wii" "2010" "Sports" 0.15 0 0 0.01 0.16
"8674" "Guilty Gear Xrd: Sign" "PS4" "2014" "Fighting" 0.1 0 0.04 0.02 0.16
"8675" "Arcade Zone" "Wii" "2009" "Misc" 0.14 0 0 0.01 0.16
"8676" "SpongeBob's Boating Bash" "DS" "2010" "Misc" 0.14 0.01 0 0.01 0.16
"8677" "7th Dragon III Code: VFD" "3DS" "2015" "Role-Playing" 0.03 0 0.12 0 0.16
"8678" "DiRT 3" "PC" "2011" "Racing" 0 0.13 0 0.03 0.16
"8679" "Culdcept" "3DS" "2012" "Misc" 0 0 0.16 0 0.16
"8680" "Birds of Steel" "X360" "2012" "Simulation" 0.11 0.04 0 0.01 0.16
"8681" "Rudolph the Red-Nosed Reindeer" "DS" "2010" "Action" 0.15 0 0 0.01 0.16
"8682" "WWE '13" "Wii" "2012" "Action" 0.12 0.02 0 0.01 0.16
"8683" "MX 2002 Featuring Ricky Carmichael" "GBA" "2001" "Racing" 0.11 0.04 0 0 0.16
"8684" "Halo Triple Pack" "XB" "2005" "Shooter" 0.12 0.03 0 0.01 0.16
"8685" "Street Racer" "PS" "1996" "Racing" 0.09 0.06 0 0.01 0.16
"8686" "Bomberman" "DS" "2005" "Puzzle" 0.1 0.02 0.03 0.01 0.16
"8687" "NBA 2K3" "GC" "2002" "Sports" 0.12 0.03 0 0 0.16
"8688" "Arcana Heart" "PS2" "2007" "Fighting" 0.06 0.05 0.04 0.02 0.16
"8689" "NHL 2005" "XB" "2004" "Sports" 0.12 0.03 0 0.01 0.16
"8690" "World Soccer Winning Eleven 2010: Aoki Samurai no Chousen" "PSP" "2010" "Sports" 0 0 0.16 0 0.16
"8691" "Infected" "PSP" "2005" "Shooter" 0.14 0 0 0.01 0.16
"8692" "Battlestar Galactica" "PS2" "2003" "Shooter" 0.08 0.06 0 0.02 0.16
"8693" "The Walking Dead: Season One" "XOne" "2014" "Adventure" 0.08 0.06 0 0.01 0.16
"8694" "Kingdom Hearts: Birth by Sleep - Final Mix" "PSP" "2011" "Role-Playing" 0 0 0.16 0 0.16
"8695" "Bust-A-Move Bash!" "Wii" "2007" "Puzzle" 0.13 0.01 0 0.01 0.16
"8696" "Block Party" "Wii" "2008" "Misc" 0.14 0 0 0.01 0.16
"8697" "Toriko: Gourmet Monsters!" "3DS" "2012" "Role-Playing" 0 0 0.16 0 0.16
"8698" "The Incredible Hulk: The Pantheon Saga" "PS" "1996" "Action" 0.09 0.06 0 0.01 0.16
"8699" "Darksiders II" "PC" "2012" "Action" 0.03 0.1 0 0.03 0.16
"8700" "Megamind: Ultimate Showdown" "PS3" "2010" "Action" 0.07 0.06 0 0.02 0.16
"8701" "The Idolm@ster 2" "PS3" "2011" "Misc" 0 0 0.16 0 0.16
"8702" "Space Camp" "DS" "2009" "Action" 0.14 0 0 0.01 0.16
"8703" "Imagine: Music Fest" "DS" "2009" "Simulation" 0.15 0 0 0.01 0.16
"8704" "AC/DC LIVE: Rock Band Track Pack" "PS2" "2008" "Misc" 0.08 0.06 0 0.02 0.16
"8705" "Senran Kagura: Sh?jo-tachi no Shinei" "3DS" "2011" "Action" 0 0 0.16 0 0.16
"8706" "Ultimate Spider-Man" "DS" "2005" "Action" 0.14 0 0 0.01 0.16
"8707" "Fist of the North Star: Ken's Rage" "X360" "2010" "Action" 0.07 0.02 0.06 0.01 0.16
"8708" "Jurassic Park: The Game" "X360" "N/A" "Action" 0.15 0 0 0.01 0.16
"8709" "He-Man: Power of Grayskull" "GBA" "2002" "Action" 0.11 0.04 0 0 0.16
"8710" "WordJong" "DS" "2007" "Puzzle" 0.13 0.01 0 0.01 0.16
"8711" "Putty Squad" "PS4" "2013" "Platform" 0.06 0.07 0 0.02 0.16
"8712" "Polaris SnoCross" "PS" "2000" "Racing" 0.09 0.06 0 0.01 0.16
"8713" "Wing Commander III: Heart of the Tiger" "PS" "1996" "Action" 0.09 0.06 0 0.01 0.16
"8714" "Top Spin 4" "Wii" "2011" "Sports" 0.05 0.09 0 0.02 0.16
"8715" "Prince of Persia: The Forgotten Sands" "DS" "2010" "Action" 0.14 0.01 0 0.01 0.16
